text,label
@Gingerbre_add а ну круто,positive
@EdWolkov @196yralo4ka @zaikaorit247 @kompolk @ValentinaShim У тебя телефон в кармане. Функционал которого в сто раз круче чипа.,positive
@aozhukov @deadjane666 @Kon_ogon Он не был в разы опаснее. Сравните числа.,neutral
"@KevanKenney @MTV REQUEST @dimash_official @MTV #FridayLivestream 
Димаш самый лучший певец в мире. https://t.co/ItkEHHHmoK",positive
Пресняков и Подольская стали родителями во второй раз https://t.co/LQiezrI9eM,positive
@teko_fckmyself у меня ещё меньше😭,negative
@Nik15728488 @mrgrig6 Сынуля достойный продолжатель своего отца. https://t.co/PYsKIlXUYS,positive
@Elena40793944 И то правда!!!! Улыбаемся во весь рот!!! 🤣 https://t.co/ZambdlSvbk,positive
"@ann_by Лучшая награда для повара, это вылизаная тарелка.",positive
"@DaviKA95 @Skrepo_history @apiontkovsky Не ""кулаками"", а хорошими крестьянами, и не ""раскулачены"", а ограблены.",negative
@notursuperhuman Надеюсь мне приснитесь вы с Минхо 🥺🥺🥺,positive
@mementomorrigan Позвоню отцу завтра,neutral
как дышать,neutral
"@nikko__ni меня мать не пустит
выйти я смогу максимум в окно",negative
завтра к 11👍🏻,neutral
"Смотрите ""На шикарную квартиру главы ПФР пенсионеру нужно копить 2777 лет"" на YouTube https://t.co/CCTtYrwfTr",neutral
@inhaki2000 баян,negative
Как же хуево... и мне... и ему... и всем... https://t.co/pXH48LO2n0,negative
@Darya_Ak Забавно,positive
@RT_russian Это очень страшно))) что это за страна? Сша)),negative
@SivashDmitriy @anti_rubra Ага. Был деревянный стал говнянный.,negative
до кб 1:30 предлагаю пойти переслушать всю дискографию скиз.,neutral
@tuluuna и тебе🥺💖,positive
"@__chat_noir___ Успел, молодец",positive
Сука я на полном экране это не выдержу *но конечно же посмотрю https://t.co/oGeyYOrH3C,negative
"Первый пошел! Почти угадал!
+1 https://t.co/UEe3HUjfZg",positive
@never_go_crazy Да не это не мое я пробовала,negative
"Люди не шарящие в бличе: это один человек
Фанаты: Опаньки Кон и Ичиго https://t.co/4H77kjem7f",neutral
@Avdotia_Astr @ChernobayMariy Пошлите этот 2020 год на три русские буквы. Потому что следующий лучше не будет.,negative
"ещё раз сука кто-то напишет строхайм и я разнесу всем ебала. или штрохейм.
он
ШТРОХАЙМ",negative
@lil_mirai Даже лучше,positive
@skokova_arr Ебать Саня начитанный,neutral
@Sandrrrraaaaa_ Чтоб хомячье не пошло прививаться и им больше досталось,negative
Я люблю волейбол и у меня есть много видео по нему если кто то хочет поболтать 👉🏻👈🏻,positive
"@great_knee я где-то видела ник ""дети нюхает бомжа"". Весело)",positive
"@cynicarea @KrukAndrey Так в СССРе смеялись на пьяницами, гаишниками, потом президентамИдосмеялись, может и нам повезет ?",negative
@red_raksha Красивый😍 прям как ты😘,positive
"@zaehwani Да! Я на него заново подписалась как-то по рофлу, наитию души. Но у него такие сторисы душевные шо капец",positive
@nadiekadie ужассс прости это была я----,negative
люблю наш город https://t.co/QBVBRCL5WZ,positive
"@porn_gooki_ Спасибо, я теперь тоже хочу в час ночи пюрешку с ягодным вкусом",positive
@saskefuckme Главный комик этого городка,neutral
@byp_v_nosik ПО ЮНМИНАМ БУКВАЛ НО СОФТ ЕСТЬ,neutral
Лукашенко просит Гуцериева закупить аппараты КТ. https://t.co/cClRcA2s93,neutral
@PZAmin_Veronica ТАК НЕ ПОРТЬ ПОДКАТ🥺🥺🥺💜,positive
Почему бы не оставить *банный тикток в тиктоке?!?!,negative
@egV4kibPpDyRgz0 саш а нафиг те замочек как ты тогда станешь популярной в этой соцсети...,neutral
"почему утром у меня 41 читателей, а ночью 40??? и так уже с августа кажется",neutral
БЛЯ АХХПХАХХПХ https://t.co/AzjKhdz3uq,negative
"Джемин кажется таким * если честно..
 Не знаю как мне такое в голову приходит 😧",negative
@BitchesBrian Ну бля....посиди в телефоне там...,negative
@miss_jenniekim Увууу как милоооооооооооо 😢💗💕💗💕💕💗💕💗💕💗💕💗💕💗,positive
@aquteru Тебе-то откуда знать? Щегол! 😂,negative
2020 год вызывает синдром Туретта,negative
"с каким животным я у вас ассоциируюсь??,,",neutral
хочу плакать,negative
@stihuynya Спасибо. Ваши персонажи просто прелесть ~,positive
это все что я хочу сказать. тред основан на моем личном опыте https://t.co/xTgVYnremx,neutral
@Pooh72Rus Фубля,negative
Онлайн игры про выживание — скачать на пк и играть бесплатно https://t.co/j6M9SPZLXQ,neutral
какие красивые девочки у тайлера https://t.co/OxZrYTiALt,positive
@OhikoYami назло и в противовес делают что?,negative
"@cherrybomb2701 но ладно, может к концу апреля выберусь к тебе, когда родители кинут денег 🙊",positive
https://t.co/Kv9jN7GTl5 просто оставлю это здесь,neutral
когда уже можно суециднуться😔😔😔,negative
"Докатилась, разговариваю сама с собой 🤩",negative
Окна ПОБЕДЫ! https://t.co/Q2CaVTtUTp,positive
"""+"", ""-"", подводные камни??? https://t.co/c2VMBg9Yex",neutral
"@spritenyoongi Но почему, малышка? Ты же супер, все справедливо!!!",positive
"Я всё ещё не знаю, я правильно пишу волькры на английском?",neutral
@Capt_Pereira И не боятся обосраться от разведённого кипятка водой из под крана.🤣🤣🤣,negative
"Эксперт оценил новые планы Путина по ""потрошению"" российской Конституции
https://t.co/QfGd892S1U",neutral
"Чтобы исключить злоупотребления, количество выходов из дома в неделю по отдельным целям будет сокращено. https://t.co/Kn50C6B41U",negative
@tail_box Моя мечта,positive
"@_Bloody_whore Все, что я по жизни умею- писать сопливые  песни...",negative
"@vikachkavi @goldenlljon Мой около двух косарей стоит
Ни разу не пожалела 
Запахов ноль, дыма дофига, можно курить везде где только хочется",positive
"найроби, блять нет 😭💔",negative
@_sebir_ @badsirrope Надо его во Владивосток отправить. Там самый большой шанс упасть. Весь город во льду,neutral
"мне 17, у меня.....

так, стоп блять, какой 17, света, окстись, тебе уже полтора месяца как 18",neutral
@HalPIN008 Страшно,negative
@Angel_Bangchan Крашусь с котейкой на коленях😼,positive
@MlNIMONII мне вчера приснилось то что мне отлизал минхо на подоконнике,positive
@thendoflove я же скидывала... но щас еще раз,neutral
"Не будьте жестокими, дайте ""в"" и ""смысле"" пообниматься https://t.co/rTj5s3QIyD",neutral
Что должно происходить в голове у человека который в 21 веке называет девочку Лиза или Нина,negative
Пять правил для начинающих в растяжке. https://t.co/6tsUbArjEd,neutral
я сила я МОЩЬ,positive
"@Jimka1312 блин я слепая извиняюсь
спасибо 🥰",positive
@sun_in_a_fox Не вздумай уходить! 😑,neutral
@soobinniebaby ладно мне нравится,positive
@joonhasabigbutt ОНИ СТРЕМНЫЕ,negative
@artogolick Лео,neutral
"Фан-бои: Блин! Наранча такой милый и добрый:)

Наранча на самом деле: https://t.co/AOt1PdNw5r",positive
"@flowwli мне кажется здесь какое-то наебалово🗿🗿🗿🗿
чонгук, выйди во двор, попиздим с глазу на глаз👁",negative
@G_Zyuganov Ну вот завтра 27 апреля вы обьеденились и что делать будете? 🤔,neutral
@ddeah_ Ага так ржу с каждой смерти прям не могу.,negative
"@__jacksays если она знает хотя бы примерно количество участников и не будет учить их в очереди, то это уже победа хд",positive
Сука ненавиду этот интернет,negative
@ru_rbc Даже не смешно... Запрещальщик,negative
так все вроде бы мне легче стало 😪,positive
@Vindeanar Безработными и без денег!☝️,negative
@quqoququ Нету..,neutral
"ну что, раз вы тут хуйню придумали какую-то, я лонг-дистанс мувмент в новосибирск завтра совершаю",negative
Я всегда оставляю подсказки :(,negative
@Ne_Glycine о да ты вроде рассказывал,neutral
зашибись у меня заболело горло,negative
твою губы рано утром для меня как карамель🍭,positive
Только что опубликовано фото @ Reyna on King https://t.co/Cd3lxXG6DZ,neutral
@ssshhhiiittpost тебе к года осталось да??,neutral
@saharnaya_zhopa будем уповать на лучшее,positive
Успевать сдавать работы в срок☺️☺️☺️ а их было восемь🤩 сука 🤩штук чтобы не войти в список тех у кого автомат 🤪🤪🤪,negative
А мы сегодня в тропики на пару часов попали ;) https://t.co/ndmMlhW4kR,positive
Впервые за 2(??) года ощутила прям желание косплеить. Для себя. Вау.,positive
@poshel___nahuy да и мне это нравится,positive
@svnrv Какие вы классные!,positive
я хочу все карточки Джейда из ивента или проще потратить на нужные ресурсы материалы: очередная гача дилемма,neutral
"Кажется, мои любимые пуши, что приходят мне на телефон - это уведомления о том, что мой СТО поднял со мной тост в тапке",neutral
Идёт или не идёт? https://t.co/safp3kPcQ3,neutral
"Сладких снов, котёнок! Не засиживайся допоздна, здоровый сон это очень-очень важно 💓 https://t.co/K5WcGYi3qK",positive
"пиздануться не проснуться. пью 2 дня подряд, сегодня я точно не буду.",negative
@JuntaChronicles Эта антисоциальная пиздота год назад вылупилась и на свет родилась?,negative
дуэт блин я в вфиге,negative
киуфанада Кинас фана склон молчания одна из долин национального парка керри долбанная Ирландия,negative
"@948haru а вот и неправда, я сейчас не только об этом аутфите говорю!!",neutral
"Если ваша свадьба не похожа на эту, даже не пытайтесь меня приглашать 🤷‍♂️🤦‍♂️😂 https://t.co/cctZAJM0kN",positive
"@apricot_lili а стоп------------------------
о НЕТ я снова",neutral
@angrygarl тоже захотелось пива тбх,neutral
@trumps_fringe фотограаафиииия 9х12,neutral
"@Iamflowerfrog 🥺 нуу вот как можно быть такой прелестной, ты мне скажи
даа как минимум до альбома вэйви",positive
"а кто-нибудь ещё моет яйца перед тем как их готовить?
типо я не могу разбить его не помыв перед этим",neutral
"Официально заявляю, что формат А0 это пораждение дьявола",negative
@jgannii я счастлив🥰,positive
"Просто ненавижу лето за жару, худшее время года. Я согласна на холод, дождь и ветер но только не жара",negative
я прочитала такое красивое ханахаки...,positive
яяяяя закончила собирать пазлы наконец-то,positive
@hzn_pedro одиноким*,neutral
партия феликса в мэйз оф меморис. ;;,neutral
@oksotrouble @dupaingrest МАНДЕЛЬШТАМА КНИЖКУ СТАВИШЬ ПОД КОСУЮ ПОЛКУ,neutral
"Продам 1-комнатную вторичку 31.0 м² этаж 4/5 1400000 руб г Шебекино ул Свободы 35 г. о., Шебекинский https://t.co/fpoeUtJYng",neutral
@poetminseo да,neutral
@A_Gasparyan Бежать из этой страны пидорасов!,negative
Посмотрите эту публикацию пользователя @home_plants_ua в Instagram https://t.co/PHraofnQnC,neutral
@yoonveta у моей тоже лооол,neutral
"Как же я люблю, когда фронтов очень много. 
3 победы, одна ничья. 
Good start!",positive
@stalker_taekook я угадала. МНЕ ВОТ ПРЯМ НРАВИТСЯ,positive
@yakidz1 Впр это кто у меня егэ просто объясните что такое впр и что от него зависит,neutral
А мне приснился Искандар Мамадалиев,neutral
@vihoba ГЕНИАЛЬНО,neutral
@RT_russian Это очень страшно))) что это за страна? Сша)),negative
и минхёка как назло НЕТ,negative
как дожить до июня.,neutral
@Spasite_makne гуд лак 💜,positive
ВАЙФАЙ СЛЕТЕЛ УГАДАЙТЕ КТО ПРОЕБАЛ ФИЛЬТР,negative
"@leiaaaaahh понимаю (((
но зато уже завтра суббота, можно будет отдохнуть..",positive
@kure_vl Эээ нет. Экосистема это когда оно взаимосвязано. А оно даже в одно приложение не подключено совместно.,neutral
@vlamoikyesepen @241179taya Так и есть👍,positive
"@localkitchenru Сладкие вы мои, поке спас меня от злых делевериклабов и яндехов. Как говорил Леонид Аркадич, «Дай вам Бог»",positive
"@KevanKenney @MTV REQUEST @dimash_official @MTV #FridayLivestream 
Димаш самый лучший певец в мире. https://t.co/ItkEHHHmoK",positive
@loyachiii мы не смогли поиграть ее постоянно выкидывает,negative
@dramafiish КНИЖКУ ЧИТАЛ СВОЮ ВОТ И ТЕБЕ ПОЗВОНИЛ,neutral
"Пхах такой китайщины я давно не видел
@Halo как вам такой мастер чиф? https://t.co/QmhXc9LmUu",negative
"@Iamflowerfrog 🥺 нуу вот как можно быть такой прелестной, ты мне скажи
даа как минимум до альбома вэйви",positive
@brthf3ch сабина не ест,neutral
"@gewoaini аккуратненько, с любовью и заботой💜",positive
Вы вместе просто идеальны!,positive
Я продолжу спойлерить вам ее потому что она черт возьми охуенна https://t.co/GsT6mVVce2,positive
@spidozniksyka менталка),neutral
@bunanyumir если был бы не уравновешенным то меня здесь не было,neutral
@jeniiiie02 Когда есть девушки💕,neutral
"@dw_russian Ну, с четырьмя вертолётами теперь бояться нечего, Вильнюс может спать спокойно!",positive
@yarakrupski А Я ГОВОРИЛА НАКАРКАЕШЬ!!!!!,negative
@Meeiden там кст ру сабы уже появились,neutral
меня назвали горячей финской девушкой😎,positive
"@park_min_love_ Доброе утро 💜💜💜
Планов сильно никаких, вечером наверное уеду к родственникам
Хорошего дня, зайка 💜🥰 https://t.co/kUjc9Bkh8b",positive
@verysexydasha Харассмент это святое. Даже когда на толчок садишься тоже харассмент над женскими выделениями.,negative
@amgungun @bbcrussian Принуждение к чтению https://t.co/F2O8nopoGo,neutral
@Zayebalsya_zhit да я НЕНОРМ,negative
@dbykashka @goldcherry_moon пайдем,neutral
@a_aqsaqa нет. это конспекты лекций и вебинаров. ),neutral
@red_semi_sweet спасибо!,positive
этот твит посвящен моей любви немецкому языку,positive
@Patrickterno НУ ШТОЖ Я ЖДУ https://t.co/40dfKnFcAC,neutral
"@ka_ttt_ Моя жизнь
Правда это не аниме но тем не менее",neutral
Зеленский пока не планирует кадровых изменений в правительстве – СМИ - https://t.co/WCjjNtkCfh https://t.co/4hkeUY9Uky,neutral
"ЕЛА КУРИЦУ НАСТЯ , ПИВОМ ЗАПИВАААЛЛЛАААА",positive
"@absurd_arbus ali_saIS_Dead простите, а можно с вами? 👉👈",neutral
@yeap_kerry пальма пришёл?,neutral
"15 растений, которые оптимизируют работу щитовидной железы https://t.co/8ACaWneDjW #интересное #полезное",neutral
"Всем привет! Я выиграл в игре Pyatnashki 11.10.2020 14:14:17, очки : 894",positive
А ещё на улице закончился дождь а это значит 😍работы на грядках 😍,positive
мммм град пошёл😋😋😋😋😋😋😋😋😋😋😋,positive
некрасивая бесишь,negative
"@CryBabyLieAgain У тебя люстра круче моей, ахах",positive
Спасибо господи за Ведьмака в роли Шерлока 😍 https://t.co/USF1Qq37Yb,positive
"@Yatsenyuk_AP Сеня, мы тебя помним;)",positive
"@RikoLibri Ага
Вчера называли провокаторами, а сегодня уже пьяницами и наркоманами
Просто нет слов",negative
"@ilya_sens @yulia_gorda Авторка твита додумала употребление слова «проститутка» до оскорбления женщин и оскорбилась, ничего особенного",negative
Свет дали👌 Живём,positive
"""сижу как большой"" (с)

уже кто-то делал тред ""Ярослав Баярунас как Дэвид Теннант, не умеющий сидеть на стульях""?",negative
@JoN_TM Красавчик,positive
"@summatosha А он, точно мужик.",neutral
блять,negative
https://t.co/o5p4hVvM9u: Проект постановления администрации Мирного https://t.co/0OHpwwZ4JC,neutral
"@newnightmr Жиза жесть. Только у меня даже цвет волос не меняется всё такая же с класса так 6-ого :"""")",positive
@GRfnNsLZRLuY6TJ @MoyshaSheckel7 @vishaserova С хомячками🤢,neutral
"@Vityzeva Юля, вот кому кому, а вам я бы с удовольствием влепил бы так же, и даже сильнее.",negative
@nimitide_ne Абаммед Мухдул,neutral
"Но нет, Голливуд управляется похотливыми мужиками, не в этой жизни.. . Пасиб",negative
"@__jacksays если она знает хотя бы примерно количество участников и не будет учить их в очереди, то это уже победа хд",positive
А ну-ка?)) https://t.co/c2a8DdywEA,neutral
и кушать уже хочу тт,negative
"@rraattiie с дистанционкой он вряд ли будет хорошим но тебе тоже, спасибо &lt;3",positive
@kusen18 @sanjarbeke Точно. 🤣,neutral
я скоро отключу уведы от всех когда играю Я ПАЛЬЦЕМ НАЖИМАБ НА УВЕД И УХОЖУ ИЗ ИГРЫ,negative
"Моя оформа: /меняется на чёрно-белую/

Моя серьезность, и опасный вид в твиттере: 📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈↗️↗️↗️↗️↗️⤴️⤴️⤴️⤴️⤴️⤴️🆙🆙🆙🆙",neutral
@Odin_s_daughter сама не знаю,neutral
"@KukuruzaLeon *здерживаюсь
Т9, просто почему?",neutral
"оказывается моя семья по обеим линиям евреи но никто этого не признаёт 👶🏿

 https://t.co/lcg0DWhNo9",neutral
@saharnaya_zhopa будем уповать на лучшее,positive
"моя мать наполнена злостью и ненавистью кажется ко всему.я знаю это,но почему я всегда плачу из-за нее?",negative
"запретите его, серьезно, он такой хулиган😠😠 https://t.co/I6IQRkdBzq",negative
@ekiiden Реклама и связи с общественностью (на крайний случай туризм),neutral
в смысле кузяев не подписывал контракт с локо вы мне тут это самое нахуй не надо всего вот этого первое слово дороже второго ниче не знаю,negative
"@ADedurenko Саня, опция думать у тебя не активирована, не фантазируй!",negative
@vi_elyakova японские порошки и концентраты ),neutral
@akinaharumi а это разве не люси?,neutral
знакомая с эстонии уже посмотрела довод и сказала что некоторые сцены снимали у них😭,negative
Когда ты ебаная нищенка и смотришь игрофильмы на ютубчике https://t.co/8v6iqK2fWd,negative
когда дота перестанет уводить у меня крашей,negative
@Graf_CbIP @shipovniks @kachtanyi Ох нихуя себе... Не видел эту фотку 😍,positive
Создать массив из 14 элементов https://t.co/07a7Wqf6aS,neutral
яяяяя так их люблю((((((( https://t.co/D3o1p3gNIP,positive
"я в состоянии объяснить тебе метафоры Тарковского, а ты помогаешь мне понять сложные сюжеты Скорсезе

наверное поэтому мы вместе",positive
@stragerks @belkahanj Взаимный чс?,neutral
@missdisasteer УЖААСССНОООО Я ЕЩЕ ДУМАЮ А ЧЕ ОНИ НА МЕНЯ ТАК СМОТРЯТ ВСЕ ПЛИЗ😔✊✊✊✊✊✊✊,negative
"@Alexey_Pushkov Это предсмертные судороги
Выбрасывают все что хранили, последняя попытка хоть чем то блеснуть крутизной",negative
В #Крым'у объявили о начале бронирования отдыха для жителей других регионов https://t.co/8mqnefTOps https://t.co/eg4VodZ87e,neutral
я влюбилась блин https://t.co/6Y0m39UKcS,positive
"@princess_faust нет, мы вырвали из словаря страницу с этим словом",negative
@rnqiing Смириться и продолжать шутить👁👁,negative
боже дай мне сил не убить этого придурка.,negative
@hyesosska Спасибо ✨💜🥺 https://t.co/XKBfRP3eHc,positive
"@Suvorov_obr@Tularegion71
#Альтернативноелето71 
""Занимательная орфография"" педагог Соколова В.Ю. https://t.co/vyArjKHRLa",neutral
@I_luv_bts_QwQ @soulrinkook Я УЖЕ В НЕЙ ГОД ПЛЯТЬ ТЫ О ЧЕМ,negative
@sklifasofsky там был я,neutral
@zzmeika_ ладно. это все субъективно.,neutral
Я лох,negative
"ГАЛЯ, ОТМЕНА ЭТО ПРОДАВЕЦ С АЛИКА",neutral
"@lenaorga Был случайный секс в туалете плацкартного вагона,на полном ходу поезда....Врагу не пожелаю!!!!🤪🤭 https://t.co/xROZcuWwWy",negative
Только что опубликовано фото https://t.co/FdTaTbpOHx,neutral
@catarhyena ЛУЧШИЙ ЧЕЛ,positive
СУКАВХАХХАХАХАХАХАХХП БЛЯТЯЛЯЬЯЛЬЯЛЯ ВЗВЫЛ https://t.co/XTrjbOl4Xg,positive
@melasa24304649 @aahhoo_ А ты ради меня не приедешь чтоли?,neutral
@NY22759798 Какой кошмар. Фу.,negative
@YahooolsMariya Графика зачёт! 👍🏻 Можно еще через https://t.co/Ih80eJh6Sy,positive
@AnasteishaPegas ты сумасшествие с первого взгляда😈😈😈,positive
@nikola_skeij Блин тут очень плохо слышно но стоило бы сделать запись на диктофон,negative
@inhaleral Помянем 😟,neutral
"@kosa19791979 На квасе! Уважаю, все правильно делвешь!",positive
Сегодня я весь день буду лежать трупиком,neutral
"Иисус,задержанный на Патриарших,желает мусорам всего самого наилучшего https://t.co/QNsnWqCn2o",negative
@Spasite_makne гуд лак 💜,positive
"@udaff_ka Я что-то не всосала,40 тысяч один билет до Сочи?
Откуда летели то?",neutral
@TheTasia_a_f Чёрт я как всегда не готова,negative
"@homely_tea Согласна :с 
Хрен знает, когда все это дерьмо( карантин) закончится...",negative
@arsenicEnthusia @rigue_rumae Еба.....,negative
Окна ПОБЕДЫ! https://t.co/Q2CaVTtUTp,positive
"@WildWildMoscow Так я не понял, они за Лукашенко или против?",neutral
"@varliien бля 4 рубля не 4к, конечно я серьезно",neutral
@baki_ni_ore И тебе💕✨,positive
иногда думаю что некоторые боятся ссать и срать слишком громко и думаю что меня не так уж всё и плохо в жизни,negative
"@terieliass это так прекрасно, просто космос ❤️",positive
"@yugagashenki На 112 как-то пытался дозвониться, но никто не ответил. Пришлось спасать себя самостоятельно",neutral
"@1A6zNzORhEWMA3X @mr1717mailru1 Да кожу снять, чего уж там",negative
"@olezhest Не грусти, завтра день будет лучше 😏",positive
@yagodalesnaya возможно педик именно ты. Поэтому?,negative
так странно я очень сильно ждала его буквально полгода назад но сейчас из-за карантина я не чувствую абсолютно никакой радости,negative
@yaoruakasuka Да!,neutral
супер выпускной альбом получился),positive
давайте поговорим о том что во втором опенинге Наруто в конце Киба стоит за Канкуро ЭТО КАНКИБЫ,neutral
"@Potato38233226 ...вообще-то, я один из ждущих https://t.co/tysBiLMBuu",neutral
А все короче я уже Саске на аву поставила себе,neutral
@kramzivl Пашшш🤣,positive
я люблю чанбина,positive
@yo_nice_skirt легкие хорео???!!!??!??? они хоть танцевать их пробовали?,negative
@mibibi_ НЕТ ты маш,neutral
@max_1976 @Sirozhych Знакомое место.,neutral
"@OrangeDi Нее,я хочу )",negative
@KasparHey Просто вот слов нет((,negative
@yuqi_or_queen Мило 🌼,positive
@shtwtch Да мы 🤝,neutral
@reyusik слушать музыку лежать и рисовать всё что я делаю🤲,positive
@wjsnwdomination лучшая девочка!,positive
"Никто:
Я всем подружкам в гс в 22:30: ХОЧУ ФАНТУ",neutral
@botvinko_botan Ах вот как они у тебя появляются,positive
Да вы задрали со своим колдунством https://t.co/yrqwXkSBII,negative
На самом деле я ловлю уруру с этого облачка.,positive
@KHUNAGUEROSEKSI неееет тыыы как ты можешь так думать ты же такое солнышко не расстраивайся https://t.co/HCkfXz5XAp,positive
@UvazhaemiyYa Вспомнила про любовника и стало жаль тебя)),positive
"@shubashush цэчжоу и пирожные с кофе очищают душу, доказано на опыте",positive
Ем пирожное и наслаждаюсь жизнью,positive
"Хочу шо нить такое жареное, сочное, острое https://t.co/sS1z6pA32X",positive
@nina_moore_meow УМОЛЯЮ Я ТОЖЕ ПРЕДСТАВИЛА ПЛССС ЭТО БЫЛО БЫ КЛАССНО,positive
ХОЧУ КОФЕ 😭🤯,positive
@uwueconom Мой маленький цветочек мой милый ангелочек,positive
@caucasus_north @littlevasya85 @tvjihad И они все делают по Корану - даже ссылку могут дать. Вопрос интерпретации,neutral
Коллекторов могут обязать общаться только с должником… https://t.co/DHKINOXsw5,neutral
учитесь 🤤,positive
Да вы охуели..,negative
я читаю oneus как анус и что вы мне сделаете,neutral
маффин серьёзно думает что если она нападет на меня и исцарапает руку то уйдет безнаказанной,negative
А еще я всей своей душой ненавижу гребную психологию,negative
"@pizdanahooyblad Увы ты алиса потому что нахуй она нужна норм челикам
Пососи",negative
"ОФИЦИАЛЬНО: Никлас Зюле сдал положительный тест на коронавирус.😷 

#Agiveo #ФутбольныйМенеджер #Зюле #Бавария https://t.co/EGt9JvdkXE",negative
напала на акк дэйли цукишима и пролайкала все твиты https://t.co/vzJQVOu7sV,positive
@mitrofanbelov @kenzolika Столько раз сколько было фоток морька и пляжа,neutral
"У меня слов блять нет. Я всю ночь учила хирургию, а в итоге она спросила 4 человека. И спрашивает ВООБЩЕ не по теме",negative
"Бордомыхский дог. Да.
Ваш Дед. https://t.co/cuU7sctGAJ",neutral
@_mudblood @echeneidaee ОТВАЛ ВСЕГО КАК ХОРОШО,positive
@xing4enlovesyou (да простит меня сичэнь) да поел,neutral
"@k0ksha Ещё и изминяишь, да т-т",negative
@A_Gasparyan Бежать из этой страны пидорасов!,negative
"@flowerrrm Я не дочитала , меня просто вынесла одна сцена . Моя психика просто не выдержит в  этой манге.",negative
я вернула темный режим интересно выдержу ли я больше двух дней,neutral
"@SdibqJgth Да вы заебали. Вас послушать вся страна последний хуй без соли доедает, обнять и плакать.",negative
"@Borbornad А протоколы эти пишут в штабе Тихановской,прямо как вы Борис ,все на месте не отходя от кассы.",neutral
@radfemgodiesbby @milaclownessa @yevvie_ да)),neutral
@cantfeeltoday эт чо ебушки,neutral
"@SergeyIvanov11 @kompolk По-вашему, победы не было? Это обман вселенского масштаба?",negative
"Накануне 19го дня рождения окунаюсь в пору своего 15-16ти летия, когда была помешана на аниме
Оххх
Кажется конец года будет классным",positive
@LiveIsTerribly Интересно,positive
@Murrrk3 Не ну если чо ты знаешь я как бы твоя фанатка все дела (и я хочу работать стилистом в см),positive
Коротко обо мне на уроках математики https://t.co/PrIWX9PyMt,neutral
ну штош пойду сохранять ау,neutral
ой да забей люди мусор,negative
"Сейчас проиграла на укулеле Кукушку. Если кому то интересно, то в ней очень простые аккорды, да и темп вполне лёгкий. А так, было круто.",positive
@lnsideyoursoul Учишь подопечных?,neutral
@Anakoyher Может быть у неверующих нет чувств🤔,negative
так надо придумать шутку чтобы тоже что-то снять,neutral
Сегодня в Самару вернулись туристы из Таиланда. ВИДЕО: https://t.co/Qe9BeLCtMY #самара #самарагис #авиация #коронавирус,neutral
раздражает,negative
Из кого мультика сбежал ? https://t.co/KcC66UOif4,neutral
Где можно написать отзывы про обменники криптовалют: https://t.co/Kb5bVmTt0D https://t.co/puqVQAIzmz,neutral
@rasauru только вчера?,neutral
@tass_agency Раз эта сука сказала то так и будут делать,negative
@traktor_bang Не читаю реплаи и цитирование твитов на 250к просмотров),neutral
@beloved_sir_gay второе но теперь это звучит хуже чем в моей голове 💀,negative
А ТОЧНО. РИЗОТТО ХОТЕЛ С МЕЛОНЕ РИММИНГ ПОПРОБОВАТЬ. ВОТ БЛЯТЬ,negative
"о грудном кормлении малышей: как удобно, что ты и есть еда. не нужно готовить",positive
"🍑я хочу съесть ваши попки🍑
#nsfw https://t.co/JcKwV8VUbV",positive
"хахах, я поняла свое имя, и теперь оно, как старая почта Найла 😂😂😂👌👍",positive
"@Borbornad А протоколы эти пишут в штабе Тихановской,прямо как вы Борис ,все на месте не отходя от кассы.",neutral
@nestalhokage @yeeejeb0rika что ты тут забыла. тебе здесь не рады. уйди . заблокируй нас. исчезни,negative
мне нравится профессия содержанка посоветуйте вуз с соответствующими программами бакалавриата / магистратуры,positive
@_Anaku22__ А сверху?,neutral
@DisneyRussia Дисней провалил в этот раз. Кино полное Г.,negative
@Rusmaslov3 Непонятно зачем он вообще в сборной?,negative
«Все локации очень крутые» — DrDisRespect поделился впечатлениями от Warzone – https://t.co/7ePSwMdMmi https://t.co/pulNpQjLB3,positive
"@ntvru ГОЛОВУ ОТРУБИТЬ,СОБАКЕ",negative
@marazm666 Сами догадались? Наконец то доходит до люда!,negative
"Пойду завтра слушать Сашу Долгополова на халяву.
А все почему? Потому что моя девушка достала халявные билеты.
Я щитаю это победа!",positive
"@9Hokage7 Плиз ты сама такой котичек, ты все это заслужила, ты молодец",positive
@WeisseKaiserin Кто из?),neutral
блять девочки у меня истерика. спотифай такая хуйня. я ничего не могу послушать. спасибо,negative
Кто-нибудь объяснит мне что такое файлы cookies и почему я постоянно соглашаюсь на их использование?,neutral
"@smollewa Они тоже, но ещё некоторые ребята, поэтому А и Б х)",neutral
@HalPIN008 Страшно,negative
@cave214 @DeHergestelltin Годное фото 👍,positive
"@aminachoson :0
Только моей маме не говори об этом 
А то мытьё полов станет ритуалом для отпугивания  инопланетян",neutral
мой пухан просто насквозь с::::💔,negative
@wild5flower просто знаю,neutral
@SVETALANAKIM Я тоже похудела сама не зная как,positive
@stupid_hoeSI ДА,neutral
с днём защиты от детей,negative
@rianru НИКТО ХУЙЛУ НЕ ДОВЕРЯЕТ- ЗАБУДЬТЕ ДУМАТЬ,negative
"@CurrentTimeTv Дресированные цепные псы, всегда будут нужны крававым упырям☝️",negative
